pmcid,title,lang,lines_full,chars_core,cjk_chars_core,cjk_ratio,tokens_full,tokens_body,tokens_core,chars_per_token_core,removed_pct,tail_cut,n_paras,para_tok_p50,para_tok_p90,para_tok_max,tab_lines
PMC4144969,Establishment of a Model of Renal Impairment with Mild Renal Insuffici,en,283,32255,0,0.0,11425,10749,8264,3.903,27.7,True,84,46,218,571,15
PMC10901917,The influence of chronic renal insufficiency on multi-therapeutic moda,en,362,30553,0,0.0,10836,10055,8267,3.696,23.7,True,63,67,370,687,145
PMC9368716,Nine-Year Trends in Atrial Fibrillation Prevalence among Romanian Adul,en,292,30896,0,0.0,12248,11568,8273,3.735,32.5,True,81,83,230,472,39
PMC7828433,Role of Omentin in Obesity Paradox in Lung Cancer,en,303,32427,0,0.0,16223,15833,8318,3.898,48.7,True,51,29,488,659,2
PMC2706218,Profile and predictor of health-related quality of life among hyperten,en,327,33515,0,0.0,8703,8325,8325,4.026,4.3,False,67,80,301,1302,134
PMC9977539,A Systematic Review and Meta-Analysis of Influences of Chronic Kidney ,en,274,31623,0,0.0,8814,8332,8332,3.795,5.5,False,86,23,189,2261,25
PMC7404689,Dysautonomia in Alzheimer's Disease,en,224,34287,0,0.0,13895,13313,8335,4.114,40.0,True,51,152,341,411,11
PMC13451477,Empagliflozin’s Effects on Carotid Ultrasound Parameters in Type 2 Dia,en,310,32204,0,0.0,11888,11327,8336,3.863,29.9,True,71,107,229,550,78
PMC12651626,Contribution of Final-Year Medical Students to Hypertension Diagnosis ,en,330,35160,0,0.0,13896,12814,8348,4.212,39.9,True,71,70,263,723,70
PMC3865210,Deficiency of Ataxia Telangiectasia Mutated Kinase Modulates Cardiac R,en,266,30112,0,0.0,13401,12818,8366,3.599,37.6,True,78,80,238,485,4
PMC7840028,Are Ethiopian diabetic patients protected from financial hardship?,en,959,33830,0,0.0,18562,17845,8374,4.04,54.9,True,100,64,181,641,136
PMC10010752,Racial and Ethnic Differences in Subjective Cognitive Decline — United,en,307,27675,0,0.0,9474,9084,8375,3.304,11.6,True,61,37,249,1449,127
PMC3566173,Pregnancy Outcomes of Anti-Hypertensives for Women with Chronic Hypert,en,357,32111,0,0.0,11739,11054,8396,3.825,28.5,True,76,86,236,632,104
PMC8336333,"The prevalence, relative risk factors and MTHFR C677T genotype of H ty",en,336,32245,0,0.0,12547,11629,8401,3.838,33.0,True,81,32,279,502,55
PMC11594033,Prevalence and Determinants of Household Self-Reported Diabetes Mellit,en,374,33957,0,0.0,12110,11602,8427,4.03,30.4,True,53,60,463,836,176
PMC4625452,Renal disease and accidental falls: a review of published evidence,en,400,35023,0,0.0,11729,11106,8430,4.155,28.1,True,115,45,170,1000,67
PMC8880395,Health care seeking behaviour and financial protection of patients wit,en,375,33792,0,0.0,12659,11446,8432,4.008,33.4,True,56,32,434,819,150
PMC4154221,Outdoor Particulate Matter Exposure and Lung Cancer: A Systematic Revi,en,272,33752,0,0.0,11788,10932,8436,4.001,28.4,True,51,124,268,971,69
PMC5489649,TET1-mediated DNA hypomethylation regulates the expression of MUC4 in ,en,308,30103,0,0.0,11918,11307,8451,3.562,29.1,True,78,23,289,565,48
PMC10113056,Relationship between Changes in Blood Glucose and Blood Lipid Levels a,en,228,33591,0,0.0,8916,8454,8454,3.973,5.2,False,64,52,323,1886,31
PMC9645600,"Primary hypertension, anti-hypertensive medications and the risk of se",en,272,33363,0,0.0,13235,11736,8472,3.938,36.0,True,55,112,361,619,43
PMC4776390,Abnormal phosphorylation of Tie2/Akt/eNOS signaling pathway and decrea,en,280,31750,0,0.0,12743,12046,8476,3.746,33.5,True,76,20,341,825,23
PMC13154082,Integrated Echo-Hemodynamic Framework for VA-ECMO in Right Ventricular,en,317,31392,0,0.0,9777,9140,8479,3.702,13.3,True,90,48,288,393,48
PMC9592305,Efficacy and safety of dual antiplatelet therapy after percutaneous co,en,420,27834,0,0.0,14005,13290,8479,3.283,39.5,True,82,18,244,1457,95
PMC3907022,Clustering of transcriptional profiles identifies changes to insulin s,en,297,33228,0,0.0,14315,13848,8483,3.917,40.7,True,75,74,272,510,0
PMC5690584,Abnormal brain white matter microstructure is associated with both pre,en,353,34400,0,0.0,13669,12480,8487,4.053,37.9,True,72,83,292,314,95
PMC12289147,Use of automated quantitative pupillometric evaluation for monitoring ,en,264,30911,0,0.0,10445,9881,8496,3.638,18.7,True,64,101,318,965,49
PMC10694352,Free triiodothyronine (FT3)-to-free thyroxine (FT4) ratio identified a,en,301,31496,0,0.0,11284,10634,8501,3.705,24.7,True,74,56,280,838,64
PMC6319708,Thoracic aortic calcification across the clinical dysglycemic continuu,en,349,29737,0,0.0,14370,13012,8513,3.493,40.8,True,45,136,468,817,72
PMC10331967,Efficacy of mHealth and education-led peer counseling for patients wit,en,375,38939,0,0.0,11512,10639,8515,4.573,26.0,True,135,23,148,421,10
PMC6944834,"Trends in the prevalence, awareness, treatment and control of diabetes",en,377,32008,0,0.0,12382,11674,8515,3.759,31.2,True,65,72,235,1027,119
PMC4215861,Atlas-Based Quantification of Cardiac Remodeling Due to Myocardial Inf,en,329,32786,0,0.0,12985,11533,8528,3.845,34.3,True,55,124,382,586,106
PMC11059984,Resveratrol Has Histone 4 and Beta-Defensin 1-Mediated Favorable Bioth,en,321,30533,0,0.0,11441,10721,8530,3.579,25.4,True,87,53,271,578,58
PMC5344074,Validation of self-reported diabetes in a representative sample of São,en,384,32691,0,0.0,10763,10119,8535,3.83,20.7,True,85,73,179,1183,141
PMC10365959,Research Progress of Klotho in Lung Neoplasms,zh,188,18870,5076,0.269,9201,8563,8563,2.204,6.9,False,45,113,283,3419,0
PMC6555784,Analysis of 2897 hospitalization events for patients with chronic kidn,en,374,33364,0,0.0,11334,10555,8574,3.891,24.4,True,95,38,206,578,95
PMC9005286,Toll-Like Receptors/TNF-α Pathway Crosstalk and Impact on Different Si,en,372,32608,0,0.0,16901,16554,8591,3.796,49.2,True,63,90,327,530,0
PMC8901279,Efficacy of statins on renal function in patients with chronic kidney ,en,383,29764,0,0.0,14036,13431,8596,3.463,38.8,True,53,22,303,2098,126
PMC3112133,Implementing a hypertension management programme in a rural area: loca,en,343,36922,0,0.0,9104,8599,8599,4.294,5.5,False,113,26,191,1521,146
PMC8414895,Estimates of Type 2 Diabetes Mellitus Burden Attributable to Particula,en,288,32829,0,0.0,12362,11518,8605,3.815,30.4,True,59,55,285,2427,34
PMC6634561,Inequalities in Structural Social Capital and Health between Migrant a,en,320,34804,0,0.0,9065,8626,8626,4.035,4.8,False,81,26,238,1962,113
PMC6324382,Factors Associated With Return to Work After Acute Myocardial Infarcti,en,417,33277,0,0.0,15261,11928,8627,3.857,43.5,True,67,35,305,1393,131
PMC9055740,The incidence of gestational diabetes mellitus among women with polycy,en,381,34214,0,0.0,14338,13708,8628,3.965,39.8,True,89,10,264,1479,80
PMC5800125,Endocrine Disrupting Chemicals Mediated through Binding Androgen Recep,en,293,34252,0,0.0,18869,18334,8633,3.968,54.2,True,55,165,315,415,6
PMC5463396,CKD.QLD: establishment of a chronic kidney disease [CKD] registry in Q,en,363,37859,0,0.0,11878,11142,8647,4.378,27.2,True,130,22,169,496,0
PMC3349540,Non-replication study of a genome-wide association study for hypertens,en,343,33433,0,0.0,11447,10898,8662,3.86,24.3,True,119,31,216,409,122
PMC11075875,Prevalence of undiagnosed diabetes mellitus and associated factors amo,en,795,34837,0,0.0,19333,18361,8672,4.017,55.1,True,78,61,240,1082,125
PMC12017104,"Incidence Trends of Type 2 Diabetes Mellitus, Medication-Induced Diabe",en,322,35081,0,0.0,14051,13326,8677,4.043,38.2,True,71,102,312,386,0
PMC11975859,Knowledge domains and hotspots of the association between hypertension,en,330,39397,0,0.0,13264,12475,8698,4.529,34.4,True,78,51,282,909,54
PMC3770576,Mitochondrial Haplotypes Associated with Biomarkers for Alzheimer’s Di,en,350,34130,0,0.0,16316,15059,8698,3.924,46.7,True,57,113,364,684,34
PMC8582182,Antihypertensive treatments and risks of lung Cancer: a large populati,en,282,33908,0,0.0,11272,10657,8710,3.893,22.7,True,69,23,358,842,66
PMC8742505,Assessment of erythrocyte morphology in patients with type 2 diabetes ,en,206,31163,0,0.0,9270,8711,8711,3.577,6.0,False,54,72,418,1732,22
PMC9733606,Computed tomography coronary angiography in non-ST-segment elevation m,en,291,35626,0,0.0,17205,16677,8711,4.09,49.4,True,56,93,391,488,37
PMC6863566,Factors associated with medication adherence among people with diabete,en,450,37820,0,0.0,14679,13421,8714,4.34,40.6,True,63,81,339,802,163
PMC13166505,"Trends, pathological classification of renal diseases proved by biopsy",en,328,32146,0,0.0,11417,10844,8716,3.688,23.7,True,100,18,202,1088,41
PMC7171657,"Effects of Flash Glucose Monitoring on Dietary Variety, Physical Activ",en,218,32564,0,0.0,9086,8719,8719,3.735,4.0,False,46,61,424,2241,49
PMC9901094,Impact of free maternity services on outcomes related to hypertensive ,en,428,35976,0,0.0,10859,10028,8721,4.125,19.7,True,110,11,211,468,129
PMC9195252,Prevalence and prognosis of left ventricular diastolic dysfunction in ,en,389,30822,0,0.0,11779,11038,8725,3.533,25.9,True,96,12,221,901,103
PMC5089099,Effects of flavopiridol on critical regulation pathways of CD133high/C,en,237,32514,0,0.0,11521,10954,8733,3.723,24.2,True,72,104,246,688,0
PMC7914443,Protein Expression of Angiotensin-Converting Enzyme 2 (ACE2) is Upregu,en,243,33517,0,0.0,13321,12734,8734,3.838,34.4,True,64,91,321,507,9
PMC9477943,Evaluating the efficacy and mechanism of metformin targets on reducing,en,299,35973,0,0.0,13089,11730,8734,4.119,33.3,True,86,30,269,676,0
PMC3103416,Evaluation of the impact of genetic polymorphisms in glutathione-relat,en,249,31161,0,0.0,9368,8735,8735,3.567,6.8,False,82,38,250,2069,44
PMC13280542,Hormone secretion predicts poor prognosis in lung neuroendocrine neopl,en,295,34006,0,0.0,11718,11317,8736,3.893,25.4,True,70,84,341,534,66
PMC12255961,Management of Elevated Blood Pressure and Hypertension in Hospitalized,en,224,38553,0,0.0,11499,10851,8741,4.411,24.0,True,56,157,367,441,14
PMC11134622,Current status of electronic health literacy among pregnant women with,en,425,41558,0,0.0,13548,12810,8745,4.752,35.5,True,119,23,184,688,66
PMC2065870,Interactions between the adducin 2 gene and antihypertensive drug ther,en,269,35447,0,0.0,12588,12138,8748,4.052,30.5,True,59,122,343,570,37
PMC4605027,Induction of substantial myocardial regeneration by an active fraction,en,221,34087,0,0.0,12576,11940,8765,3.889,30.3,True,57,80,387,799,0
PMC7526458,IL-10 provides cardioprotection in diabetic myocardial infarction via ,en,295,32365,0,0.0,13070,12267,8774,3.689,32.9,True,78,109,238,404,0
PMC4960337,Smoking Cessation Carries a Short-Term Rising Risk for Newly Diagnosed,en,173,32006,0,0.0,9241,8785,8785,3.643,4.9,False,32,114,417,4061,9
PMC1947951,Resequencing PNMT in European hypertensive and normotensive individual,en,306,32746,0,0.0,13272,12816,8794,3.724,33.7,True,63,104,337,694,60
PMC9626446,Is dietary intake of antioxidant vitamins associated with reduced adve,en,366,34411,0,0.0,12652,12131,8810,3.906,30.4,True,83,63,258,1188,80
PMC6280809,Prognostic value of plasma NT-proBNP levels in very old patients with ,en,263,30911,0,0.0,11238,10690,8819,3.505,21.5,True,66,59,358,830,52
PMC6907272,No increased risk of glucose metabolism disorders in adults with growt,en,282,34444,0,0.0,11195,10418,8831,3.9,21.1,True,84,19,274,1199,31
PMC3523141,"Serum Lipid Profile of Newly Diagnosed Hypertensive Patients in Nnewi,",en,230,32406,0,0.0,9232,8839,8839,3.666,4.3,False,44,98,399,2869,68
PMC10548403,Parental History of Hypertension: A Risk for Autonomic Dysfunction and,en,350,32634,0,0.0,11197,10599,8842,3.691,21.0,True,90,82,228,555,91
PMC9544472,The additive effect of periodontitis with hypertension on risk of syst,en,348,32805,0,0.0,12111,11386,8852,3.706,26.9,True,83,39,212,1094,60
PMC9657840,Natriuretic Peptides—New Targets for Neurocontrol of Blood Pressure vi,en,266,33173,0,0.0,16769,16136,8854,3.747,47.2,True,58,112,352,650,0
PMC2801179,Lung Cancer in a U.S. Population with Low to Moderate Arsenic Exposure,en,368,34444,0,0.0,13398,12730,8857,3.889,33.9,True,94,50,273,458,131
PMC5530523,"Risk factors for type 2 diabetes mellitus among out-patients in Ho, th",en,375,36505,0,0.0,11511,11044,8863,4.119,23.0,True,88,43,225,682,122
PMC6196770,Acute myocardial infarction hospital admissions and deaths in England:,en,255,36123,0,0.0,12682,12116,8863,4.076,30.1,True,62,111,326,582,21
PMC10240811,Dual targeting PET tracer [68Ga]Ga-FAPI-RGD in patients with lung neop,en,350,32446,0,0.0,15454,14487,8886,3.651,42.5,True,54,167,331,556,0
PMC7952797,Preoperative predictors of restoration in quality of life after surger,en,382,34563,0,0.0,12144,11382,8971,3.853,26.1,True,64,94,363,704,132
PMC11745611,Salvage surgery and conversion surgery for patients with nonsmall cell,en,364,36095,0,0.0,16826,15902,8988,4.016,46.6,True,63,25,363,1440,64
PMC4660634,Discordant associations of lipid parameters with albuminuria and chron,en,333,32663,0,0.0,12441,11953,8990,3.633,27.7,True,89,17,293,882,60
PMC5072721,Rare Functional Variant in TM2D3 is Associated with Late-Onset Alzheim,en,450,32521,0,0.0,18530,14968,8991,3.617,51.5,True,57,50,440,634,14
PMC8060969,Alzheimer's disease medication and outcomes of hospitalisation among p,en,377,35747,0,0.0,15297,14687,8995,3.974,41.2,True,78,34,334,719,74
PMC10969945,Standard Doses of Cholecalciferol Reduce Glucose and Increase Glutamin,en,332,38281,0,0.0,17296,16142,9000,4.253,48.0,True,61,137,311,557,0
PMC13265864,"The Association Between Pulmonary Hypertension, End-Stage Kidney Disea",en,375,33218,0,0.0,12116,11568,9008,3.688,25.7,True,81,48,262,1025,86
PMC5319785,Genome-wide study of resistant hypertension identified from electronic,en,460,35962,0,0.0,21716,18817,9011,3.991,58.5,True,56,168,289,775,23
PMC9740491,Gender and Renal Insufficiency: Opportunities for Their Therapeutic Ma,en,270,38118,0,0.0,17749,17276,9016,4.228,49.2,True,58,22,520,1033,0
PMC2275772,Therapeutic strategies to slow chronic kidney disease progression,en,346,38875,0,0.0,17509,17010,9020,4.31,48.5,True,95,18,254,518,0
PMC5764276,Associations of plasma clusterin and Alzheimer’s disease-related MRI m,en,409,34674,0,0.0,14426,12803,9026,3.842,37.4,True,77,93,222,837,87
PMC6491556,Hyperuricemia has increased the risk of progression of chronic kidney ,en,265,31984,0,0.0,12433,11665,9027,3.543,27.4,True,48,64,466,1347,69
PMC5075179,Correction of metabolic acidosis improves insulin resistance in chroni,en,379,33961,0,0.0,12700,11961,9042,3.756,28.8,True,86,44,281,1043,101
PMC5131697,Comparative Prognostic Utility of Indexes of Microvascular Function Al,en,366,35199,0,0.0,17046,16308,9064,3.883,46.8,True,109,50,218,605,0
PMC7828659,"Plausible Role of Estrogens in Pathogenesis, Progression and Therapy o",en,292,35944,0,0.0,17454,16693,9071,3.963,48.0,True,67,92,335,778,0
PMC7700208,The Causes of Insulin Resistance in Type 1 Diabetes Mellitus: Is There,en,251,38033,0,0.0,15133,14638,9072,4.192,40.1,True,58,124,328,1050,13
PMC10308690,Number of recurrences is significantly associated with the post-acute ,en,405,33029,0,0.0,12392,11526,9082,3.637,26.7,True,116,10,207,1750,70
PMC9052331,Validation of the myocardial-ischaemic-injury-index machine learning a,en,270,36868,0,0.0,12918,12057,9087,4.057,29.7,True,66,90,316,879,32
PMC9714776,Metabolite profiling of CKD progression in the chronic renal insuffici,en,305,35339,0,0.0,15032,13378,9092,3.887,39.5,True,58,86,392,1001,0
PMC3226486,"A Case–Referent Study of Lung Cancer and Incense Smoke, Smoking, and R",en,256,36858,0,0.0,11312,10773,9104,4.049,19.5,True,46,146,410,846,89
PMC11340942,Tamsulosin use in benign prostatic hyperplasia and risks of Parkinson’,en,552,31218,0,0.0,15325,14024,9111,3.426,40.5,True,82,39,247,1483,80
PMC5691402,Lower incidence of myocardial infarction after smoke-free legislation ,en,346,37042,369,0.01,13586,12963,9122,4.061,32.9,True,112,38,217,386,12
PMC2958444,The Relationship between the Transforming Growth Factor β1 T29C Gene P,en,308,32882,0,0.0,9545,9125,9125,3.604,4.4,False,86,43,272,1875,59
PMC3924195,Determinants of the creatinine clearance to glomerular filtration rate,en,283,32311,0,0.0,9733,9127,9127,3.54,6.2,False,73,62,224,2212,58
PMC11929527,Implications of a new clinical classification of acute myocardial infa,en,361,36014,0,0.0,13581,12056,9139,3.941,32.7,True,61,67,328,1344,100
PMC3975839,Acute large-dose exposure to organophosphates in patients with and wit,en,307,33279,0,0.0,9800,9148,9148,3.638,6.7,False,65,65,297,1846,94
PMC3167747,Stress induced hypertensive response: should it be evaluated more care,en,191,37851,0,0.0,9566,9150,9150,4.137,4.3,False,44,87,268,3958,0
PMC3673192,Cardiovascular Outcomes and the Physical and Chemical Properties of Me,en,284,35127,0,0.0,13579,12938,9153,3.838,32.6,True,46,116,517,980,73
PMC2855565,Cardiovascular magnetic resonance of the myocardium at risk in acute r,en,235,33878,0,0.0,9665,9159,9159,3.699,5.2,False,72,79,240,2016,21
PMC9754908,Epidemiology of myocardial infarction in Korea: hospitalization incide,en,306,38177,0,0.0,11535,10994,9164,4.166,20.6,True,105,64,198,370,24
PMC11392073,Prediction of the pathological subtypes by intraoperative frozen secti,en,432,32615,0,0.0,12891,11676,9182,3.552,28.8,True,84,32,260,738,137
PMC3226505,Lung Cancer and Cardiovascular Disease Mortality Associated with Ambie,en,238,38435,0,0.0,12908,12314,9183,4.185,28.9,True,41,219,410,1156,50
PMC5590153,Low serum vitamin D levels in type 2 diabetes patients are associated ,en,317,34450,0,0.0,12663,12027,9185,3.751,27.5,True,104,23,271,845,15
PMC3503717,Altered Gene Expression Pattern in Peripheral Blood Mononuclear Cells ,en,416,31535,0,0.0,13103,12343,9191,3.431,29.9,True,69,63,263,2333,146
PMC12244252,"Effect of Magnesium Supplements on Improving Glucose Control, Blood Pr",en,308,34696,0,0.0,15349,14863,9214,3.766,40.0,True,82,88,294,786,30
PMC9345691,Identification of Metabolite Markers Associated with Kidney Function,en,234,33389,0,0.0,9650,9219,9219,3.622,4.5,False,66,42,343,2126,22
PMC10531143,Characterizing the hypertensive cardiovascular phenotype in the UK Bio,en,380,35581,0,0.0,14187,12717,9221,3.859,35.0,True,74,54,293,879,95
PMC7503359,Physical Activity Programs during Pregnancy Are Effective for the Cont,en,376,36186,0,0.0,13964,13175,9236,3.918,33.9,True,71,59,202,3390,44
PMC9283055,Silencing lncRNA 93358 Inhibits the Apoptosis of Myocardial Cells in M,en,248,32650,0,0.0,9776,9236,9236,3.535,5.5,False,81,54,229,2051,8
PMC6394668,Central systolic blood pressure and central pulse pressure predict lef,en,289,34047,0,0.0,13048,12447,9245,3.683,29.1,True,66,61,329,878,65
PMC7248019,Post-contrast acute kidney injury in a hospitalized population: short-,en,438,34750,0,0.0,13901,13132,9256,3.754,33.4,True,110,9,303,797,94
PMC9805431,Cardiac magnetic resonance feature tracking global and segmental strai,en,333,34118,0,0.0,12339,11712,9264,3.683,24.9,True,91,13,287,926,57
PMC3821857,DOK2 Inhibits EGFR-Mutated Lung Adenocarcinoma,en,251,32149,0,0.0,13043,12028,9268,3.469,28.9,True,69,108,322,472,0
PMC2940768,E-selectin gene polymorphisms are associated with essential hypertensi,en,280,31642,0,0.0,9801,9303,9303,3.401,5.1,False,62,63,317,1652,95
PMC7772165,Media coverage of prevention and treatment options using the examples ,en,265,41205,0,0.0,9920,9313,9313,4.424,6.1,False,69,61,253,2489,27
PMC3848873,Prevalence and risk factors for resistant hypertension among hypertens,en,260,37111,0,0.0,9781,9318,9318,3.983,4.7,False,57,67,288,2659,59
PMC5331721,A mixed-methods needs assessment of adult diabetes mellitus (type II) ,en,433,40982,0,0.0,12436,11876,9332,4.392,25.0,True,110,60,205,353,126
PMC6337639,Lung Macrophages: Multifunctional Regulator Cells for Metastatic Cells,en,294,35889,0,0.0,16670,16131,9334,3.845,44.0,True,54,153,355,523,62
PMC7809586,Association of the Estimated Glomerular Filtration Rate With vs Withou,en,359,31927,0,0.0,12494,11367,9346,3.416,25.2,True,85,43,295,900,76
PMC5342499,Epigenome-wide association study of smoking and DNA methylation in non,en,270,34655,0,0.0,14249,13787,9357,3.704,34.3,True,62,145,326,489,20
PMC10758752,Association Between Apolipoprotein B and Coronary Artery Disease Among,en,372,37000,0,0.0,11359,10878,9358,3.954,17.6,True,62,24,357,1892,184
PMC2854758,Reduction in Heart Rate Variability with Traffic and Air Pollution in ,en,356,37238,0,0.0,12660,11963,9367,3.975,26.0,True,86,71,276,490,128
PMC8875627,Estimated Glomerular Filtration Rate in Chronic Kidney Disease: A Crit,en,317,39091,0,0.0,20864,20221,9371,4.171,55.1,True,64,56,421,805,10
PMC7072986,Human-Induced Pluripotent Stem Cells and Herbal Small-Molecule Drugs f,en,383,34648,26,0.001,20450,19921,9376,3.695,54.2,True,81,92,295,784,54
PMC4831797,Positive Impact of Nutritional Interventions on Serum Symmetric Dimeth,en,433,34364,0,0.0,13265,11986,9404,3.654,29.1,True,63,115,292,749,207
PMC11213983,The effect of diabetes mellitus on perioperative outcomes after colore,en,432,36037,0,0.0,12538,11985,9414,3.828,24.9,True,106,55,195,862,134
PMC9051153,A novel soluble epoxide hydrolase vaccine protects murine cardiac musc,en,287,34316,0,0.0,12935,12303,9422,3.642,27.2,True,93,66,262,620,7
PMC11462739,Private provider practices and incentives for hypertension management ,en,454,41283,0,0.0,13777,13021,9423,4.381,31.6,True,170,38,141,372,0
PMC10552437,Chronic kidney outcomes associated with GLP-1 receptor agonists versus,en,287,35839,0,0.0,13995,13150,9425,3.803,32.7,True,93,12,303,699,6
PMC6801649,Predictor Factors of Perceived Health in Family Caregivers of People D,en,327,37307,0,0.0,13528,12892,9438,3.953,30.2,True,66,103,331,660,94
PMC7646193,NEMPD: a network embedding-based method for predicting miRNA-disease a,en,384,33559,0,0.0,13489,12777,9438,3.556,30.0,True,81,18,318,691,127
PMC11055154,Exploring Lifestyle Factors and Treatment Adherence among Older Adults,en,353,38169,0,0.0,12682,11736,9458,4.036,25.4,True,62,141,327,692,136
PMC7683166,Risk Factors of Cerebral Infarction and Myocardial Infarction after Ca,en,256,36626,0,0.0,9941,9463,9463,3.87,4.8,False,56,84,436,2674,67
PMC4898308,Risk prediction to inform surveillance of chronic kidney disease in th,en,297,37832,0,0.0,12882,12272,9470,3.995,26.5,True,70,37,373,953,65
PMC5457596,Serum uric acid concentration is associated with hypertensive retinopa,en,378,34825,0,0.0,13566,12558,9476,3.675,30.1,True,74,52,357,791,93
PMC8965715,Hypertension Associated With Hearing Loss and Tinnitus Among Hypertens,en,371,38467,0,0.0,12754,12235,9480,4.058,25.7,True,88,43,311,526,97
PMC5048479,The pre-synaptic vesicle protein synaptotagmin is a novel biomarker fo,en,319,34555,0,0.0,12997,12093,9502,3.637,26.9,True,83,26,300,843,56
PMC9330693,Vitamin D and Secondary Hyperparathyroidism in Chronic Kidney Disease:,en,260,36867,0,0.0,16692,16218,9504,3.879,43.1,True,66,87,350,865,0
PMC7312694,The Emerging Role of Innate Immunity in Chronic Kidney Diseases,en,418,33595,0,0.0,23940,23243,9509,3.533,60.3,True,62,73,420,680,77
PMC7500018,Trends in the incidence of diabetes mellitus: results from the Global ,en,333,35790,0,0.0,13032,12124,9510,3.763,27.0,True,94,37,261,1309,42
PMC8484170,Ten-year clinical outcomes of polymer-free versus durable polymer new-,en,331,37101,0,0.0,12748,11792,9516,3.899,25.4,True,86,44,272,748,58
PMC2432046,The interaction of vasoactive substances during exercise modulates pla,en,252,37503,0,0.0,9936,9528,9528,3.936,4.1,False,80,74,234,2382,12
PMC6801437,Anti-Myocardial Infarction Effects of Radix Aconiti Lateralis Preparat,en,278,35389,0,0.0,16152,15600,9529,3.714,41.0,True,62,111,398,573,0
PMC10711082,Excessive weight gain onset-age and risk of developing diabetes mellit,en,400,37129,0,0.0,14041,13183,9535,3.894,32.1,True,87,64,252,685,96
PMC7732055,Hospitalizations among adults with chronic kidney disease in the Unite,en,820,38408,0,0.0,22841,20063,9538,4.027,58.2,True,81,45,298,740,24
PMC3559887,"Neurotrophic and Neuroprotective Actions of (−)- and (+)-Phenserine, C",en,257,34961,0,0.0,15068,14006,9539,3.665,36.7,True,62,123,326,570,0
PMC4579246,Being as an iceberg: hypertensive treatment adherence experiences in s,en,308,44196,0,0.0,12843,12358,9545,4.63,25.7,True,84,61,349,512,41
PMC8085261,MicroRNA Profiles in Normotensive and Hypertensive South African Indiv,en,285,34619,0,0.0,14519,13765,9561,3.621,34.1,True,55,107,405,1200,41
PMC6128455,Increases in plasma corin levels following experimental myocardial inf,en,261,34596,0,0.0,15599,14240,9570,3.615,38.6,True,56,61,508,761,16
PMC3157472,Importance of Suitable Reference Gene Selection for Quantitative Real-,en,279,36845,0,0.0,11801,11243,9577,3.847,18.8,True,59,132,332,657,68
PMC3414744,Individual-based primary prevention of cardiovascular disease in Cambo,en,429,42433,0,0.0,10065,9606,9606,4.417,4.6,False,121,26,165,1663,157
PMC6166969,Lack of vitamin D signalling per se does not aggravate cardiac functio,en,276,35607,0,0.0,16144,15179,9637,3.695,40.3,True,54,164,391,870,21
PMC3261941,Circulating Levels of Persistent Organic Pollutants (POPs) and Carotid,en,307,34635,0,0.0,13592,13028,9665,3.584,28.9,True,64,111,238,1341,86
PMC10062544,Initial mean arterial blood pressure (MABP) measurement is a risk fact,en,884,31370,0,0.0,19520,18440,9675,3.242,50.4,True,49,42,630,1508,226
PMC4534050,Extracellular volume quantification in isolated hypertension - changes,en,392,34018,0,0.0,12882,12256,9681,3.514,24.8,True,98,17,286,797,106
PMC10149997,Application of nanoparticles in the diagnosis and treatment of chronic,en,335,39532,0,0.0,22547,21827,9684,4.082,57.0,True,49,94,509,1279,19
PMC7565991,Uremic Toxins Affect Erythropoiesis during the Course of Chronic Kidne,en,388,35808,0,0.0,21389,20861,9689,3.696,54.7,True,81,110,255,491,39
PMC13061220,White matter microstructure disruption associated with PET and cogniti,en,371,35871,0,0.0,16649,14466,9691,3.701,41.8,True,56,161,410,731,113
PMC7428638,Clinical Potential of Targeting Fibroblast Growth Factor‐23 and αKloth,en,467,35982,0,0.0,30446,29438,9713,3.705,68.1,True,67,41,337,1627,55
PMC8047269,Risk Factors for Anemia in Patients with Chronic Renal Failure: A Syst,en,271,36666,0,0.0,10154,9719,9719,3.773,4.3,False,52,89,218,4391,48
PMC4183025,Heart rate variability in children with type 1 diabetes mellitus,en,293,40726,0,0.0,11845,11367,9723,4.189,17.9,True,98,86,233,323,0
PMC3172237,"CHD5, a Brain-Specific Paralog of Mi2 Chromatin Remodeling Enzymes, Re",en,301,34701,0,0.0,15894,15146,9754,3.558,38.6,True,60,144,351,613,0
PMC7094867,No clear associations of adult BMI and diabetes mellitus with non-musc,en,460,37765,0,0.0,16102,15176,9768,3.866,39.3,True,80,66,316,671,127
PMC11349176,Perception and coping mechanisms of patients with diabetes mellitus du,en,1119,44693,0,0.0,23178,22029,9806,4.558,57.7,True,149,39,201,443,16
PMC3852223,Investigating silent strokes in hypertensives: a magnetic resonance im,en,315,40018,0,0.0,10468,9808,9808,4.08,6.3,False,111,49,155,2445,7
PMC5016561,LIGHT/TNFSF14 is increased in patients with type 2 diabetes mellitus a,en,372,35820,0,0.0,12230,11449,9810,3.651,19.8,True,97,15,333,992,74
PMC13532949,Unveiling the role of the venous system in arterial hypertension: A co,en,407,39415,0,0.0,16551,15771,9820,4.014,40.7,True,84,62,274,1202,44
PMC9433206,Related Factors and Economic Burden Evaluation of Nosocomial Infection,en,265,43195,0,0.0,10296,9838,9838,4.391,4.4,False,88,33,226,1754,21
